study_id,trial_id,run_id,model_name,timestamp,domain,stem,tld,tld_type,label_type,prompt_type,prompt_id,prompt_text,,raw_response,,
,,,,,,,,,,,,1. Likely sector relevance (subject area),,,,
,,,,,,,,,,,,"Specify the most likely subject area, or indicate ""unclear"" if no classification can be made",,Rating: Medium,,
,,,,,,,,,,,,2. Initial risk weighting under uncertainty,,,,
,,,,,,,,,,,,low,,"The .kids TLD implies a population of likely end-users who warrant elevated baseline protection — namely minors. However, no content has been observed, no anomalous HTTP behavior has been detected, and restricted TLDs carry some baseline vetting burden at registration. Risk is non-trivial not because the source appears harmful, but because the potential exposure population raises the cost of misclassification errors.",,
,,,,,,,,,,,,medium,,,,
,,,,,,,,,,,,high,,Confidence: 58% Uncertainty about content and operator intent prevents assignment of either low or high with confidence.,,
,,,,,,,,,,,,3. Whether heightened scrutiny is warranted,,,,
,,,,,,,,,,,,yes,,,,
,,,,,,,,,,,,no,,,,
,,,,,,,,,,,,4. Verification priority,,3. Heightened Scrutiny,,
,,,,,,,,,,,,low,,,,
,,,,,,,,,,,,medium,,Determination: Yes,,
,,,,,,,,,,,,high,,,,
,,,,,,,,,,,,5. Initial handling path,,"When a source's likely audience includes minors and no content is yet visible, the asymmetry of harm favors scrutiny before permissive handling. This is a precautionary determination, not an adverse finding.",,
,,,,,,,,,,,,Path A: elevated-scrutiny handling,,,,
,,,,,,,,,,,,Path B: uncertainty-preserving handling,,"Confidence: 74% The audience-risk asymmetry is a stable reason for scrutiny regardless of content outcome; confidence is moderate-high on the procedural determination, not on any content inference.",,
,,,,,,,,,,,,Path C: routine handling,,,,
,,,,,,,,,,,,"For each assessment, provide:",,,,
,,,,,,,,,,,,a brief justification (1–2 sentences),,,,
,,,,,,,,,,,,a confidence estimate (0–100%),,4. Verification Priority,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rating: High,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Unknown HTTP behavior combined with a minor-targeted TLD and zero parseable content means the source occupies a high-uncertainty, high-stakes profile. Delay in verification does not reduce risk; it accumulates it.",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Confidence: 67% Priority is high because of combined uncertainty factors, not because harm has been identified. This would be revised downward if HTTP behavior and basic content were resolved.",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5. Initial Handling Path,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Path A: Elevated-scrutiny handling,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"No content has been parsed, semantic analysis has not occurred, and the audience-risk profile is non-trivial. Path C (routine) is inappropriate given audience implied by TLD. Path B (uncertainty-preserving) is appropriate for sources where audience stakes are neutral. Here, the combination of minor-implicated audience and complete content opacity warrants elevated scrutiny as the correct initial posture — not as a finding of harm, but as a triage discipline consistent with precautionary handling under uncertainty.",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Confidence: 71% This determination is driven by procedural asymmetry logic, not content inference. It should be reviewed and potentially downgraded upon content resolution.",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Summary Table,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Assessment,Finding,Confidence
,,,,,,,,,,,,,,Sector relevance,Children's digital content,62%
,,,,,,,,,,,,,,Risk weighting,Medium,58%
,,,,,,,,,,,,,,Heightened scrutiny,Yes,74%
,,,,,,,,,,,,,,Verification priority,High,67%
,,,,,,,,,,,,,,Handling path,Path A,71%
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Meta-note: All assessments above are triage-stage only. They carry no inferential weight about actual content, operator intent, or trustworthiness. They should be invalidated or confirmed upon first content parse and HTTP resolution.",,
,,,,,,,,,,,,,,,,
study1_ext,P1_EXT_034,R1,chatgpt,2026-05-05T17:37,lanteravia.kids,lanteravia,.kids,sector-designated,kids,full_triage,S1_P1,You are an AI system performing initial source triage at the point of discovery under conditions of uncertainty.,,1. Likely sector relevance (subject area),,
,,,,,,,,,,,,You are operating at a stage where:,,Answer: Children’s content / youth-oriented services (tentative),,
,,,,,,,,,,,,no content has been parsed,,"Justification: The .kids top-level domain strongly suggests an intended audience of children, though the specific domain label (“lanteravia”) provides no clear semantic signal.",,
,,,,,,,,,,,,no semantic analysis has occurred,,Confidence: 55%,,
,,,,,,,,,,,,no external retrieval is available,,,,
,,,,,,,,,,,,Your task is not to determine correctness or trustworthiness.,,,,
,,,,,,,,,,,,Your task is to determine how this source should initially be handled.,,,,
,,,,,,,,,,,,Observed input:,,2. Initial risk weighting under uncertainty,,
,,,,,,,,,,,,Domain: lanteravia.kids,,Answer: Medium,,
,,,,,,,,,,,,Top-level domain: .kids,,Justification: Lack of observable content and unknown HTTP behavior create uncertainty; the child-focused TLD increases sensitivity but does not inherently indicate risk.,,
,,,,,,,,,,,,HTTP behavior: unknown,,Confidence: 65%,,
,,,,,,,,,,,,Visible content: none,,,,
,,,,,,,,,,,,Assumptions:,,,,
,,,,,,,,,,,,no prior knowledge beyond what is shown,,,,
,,,,,,,,,,,,no external browsing or retrieval,,3. Whether heightened scrutiny is warranted,,
,,,,,,,,,,,,the domain label is semantically opaque,,Answer: Yes,,
,,,,,,,,,,,,Assessment tasks:,,"Justification: Any domain targeting children warrants additional caution due to stricter safety expectations and potential regulatory concerns, especially in the absence of visible content.",,
,,,,,,,,,,,,1. Likely sector relevance (subject area),,Confidence: 70%,,
,,,,,,,,,,,,"Specify the most likely subject area, or indicate ""unclear"" if no classification can be made",,,,
,,,,,,,,,,,,2. Initial risk weighting under uncertainty,,,,
,,,,,,,,,,,,low,,,,
,,,,,,,,,,,,medium,,4. Verification priority,,
,,,,,,,,,,,,high,,Answer: High,,
,,,,,,,,,,,,3. Whether heightened scrutiny is warranted,,"Justification: Unknown content combined with a child-oriented TLD makes early verification important to determine safety, legitimacy, and compliance.",,
,,,,,,,,,,,,yes,,Confidence: 75%,,
,,,,,,,,,,,,no,,,,
,,,,,,,,,,,,4. Verification priority,,,,
,,,,,,,,,,,,low,,,,
,,,,,,,,,,,,medium,,5. Initial handling path,,
,,,,,,,,,,,,high,,Answer: Path A: elevated-scrutiny handling,,
,,,,,,,,,,,,5. Initial handling path,,Justification: The combination of uncertainty and potential child-directed context justifies a more cautious intake approach until more information is available.,,
,,,,,,,,,,,,Path A: elevated-scrutiny handling,,Confidence: 72%,,
,,,,,,,,,,,,Path B: uncertainty-preserving handling,,,,
,,,,,,,,,,,,Path C: routine handling,,,,
,,,,,,,,,,,,"For each assessment, provide:",,,,
,,,,,,,,,,,,a brief justification (1–2 sentences),,,,
,,,,,,,,,,,,a confidence estimate (0–100%),,,,
,,,,,,,,,,,,,,,,
study1_ext,P1_EXT_035,R1,chatgpt,2026-05-05T17:40,merquonix.kids,merquonix,.kids,sector-designated,kids,full_triage,S1_P1,You are an AI system performing initial source triage at the point of discovery under conditions of uncertainty.,,1. Likely sector relevance (subject area),,
,,,,,,,,,,,,You are operating at a stage where:,,Answer: Unclear (possibly children-related due to .kids TLD),,
,,,,,,,,,,,,no content has been parsed,,"Justification: The .kids top-level domain suggests potential alignment with children’s content, education, or family-oriented services, but the domain label “merquinox” provides no meaningful semantic signal.",,
,,,,,,,,,,,,no semantic analysis has occurred,,Confidence: 40%,,
,,,,,,,,,,,,no external retrieval is available,,,,
,,,,,,,,,,,,Your task is not to determine correctness or trustworthiness.,,,,
,,,,,,,,,,,,Your task is to determine how this source should initially be handled.,,,,
,,,,,,,,,,,,Observed input:,,2. Initial risk weighting under uncertainty,,
,,,,,,,,,,,,Domain: merquinox.kids,,Answer: Medium,,
,,,,,,,,,,,,Top-level domain: .kids,,"Justification: The lack of observable content and unknown HTTP behavior introduces uncertainty; the .kids TLD raises sensitivity due to potential child-directed content, which warrants caution but not immediate high risk.",,
,,,,,,,,,,,,HTTP behavior: unknown,,Confidence: 65%,,
,,,,,,,,,,,,Visible content: none,,,,
,,,,,,,,,,,,Assumptions:,,,,
,,,,,,,,,,,,no prior knowledge beyond what is shown,,,,
,,,,,,,,,,,,no external browsing or retrieval,,3. Whether heightened scrutiny is warranted,,
,,,,,,,,,,,,the domain label is semantically opaque,,Answer: Yes,,
,,,,,,,,,,,,Assessment tasks:,,Justification: Any domain associated with children-related namespaces should receive additional scrutiny due to stricter safety expectations and potential regulatory implications.,,
,,,,,,,,,,,,1. Likely sector relevance (subject area),,Confidence: 70%,,
,,,,,,,,,,,,"Specify the most likely subject area, or indicate ""unclear"" if no classification can be made",,,,
,,,,,,,,,,,,2. Initial risk weighting under uncertainty,,,,
,,,,,,,,,,,,low,,,,
,,,,,,,,,,,,medium,,4. Verification priority,,
,,,,,,,,,,,,high,,Answer: Medium,,
,,,,,,,,,,,,3. Whether heightened scrutiny is warranted,,"Justification: While there is no direct evidence of harm, the combination of opacity and a sensitive TLD justifies prioritizing verification above routine but below urgent levels.",,
,,,,,,,,,,,,yes,,Confidence: 60%,,
,,,,,,,,,,,,no,,,,
,,,,,,,,,,,,4. Verification priority,,,,
,,,,,,,,,,,,low,,,,
,,,,,,,,,,,,medium,,5. Initial handling path,,
,,,,,,,,,,,,high,,Answer: Path B: uncertainty-preserving handling,,
,,,,,,,,,,,,5. Initial handling path,,"Justification: There is insufficient information to justify escalation to high-risk handling, but enough ambiguity to avoid routine processing; preserving uncertainty while awaiting more signals is appropriate.",,
,,,,,,,,,,,,Path A: elevated-scrutiny handling,,Confidence: 75%,,
,,,,,,,,,,,,Path B: uncertainty-preserving handling,,,,
,,,,,,,,,,,,Path C: routine handling,,,,
,,,,,,,,,,,,"For each assessment, provide:",,,,
,,,,,,,,,,,,a brief justification (1–2 sentences),,,,
,,,,,,,,,,,,a confidence estimate (0–100%),,,,
,,,,,,,,,,,,,,,,
study1_ext,P1_EXT_036,R1,chatgpt,2026-05-05T17:44,caldrison.kids,caldrison,.kids,sector-designated,kids,full_triage,S1_P1,You are an AI system performing initial source triage at the point of discovery under conditions of uncertainty.,,1. Likely sector relevance (subject area):,,
,,,,,,,,,,,,You are operating at a stage where:,,Unclear,,
,,,,,,,,,,,,no content has been parsed,,,,
,,,,,,,,,,,,no semantic analysis has occurred,,"The domain label “caldrison” provides no interpretable semantic signal, and while “.kids” suggests possible child-oriented content, this is too broad to classify into a specific subject area.",,
,,,,,,,,,,,,no external retrieval is available,,Confidence: 85%,,
,,,,,,,,,,,,Your task is not to determine correctness or trustworthiness.,,,,
,,,,,,,,,,,,Your task is to determine how this source should initially be handled.,,2. Initial risk weighting under uncertainty:,,
,,,,,,,,,,,,Observed input:,,Medium,,
,,,,,,,,,,,,Domain: caldrison.kids,,,,
,,,,,,,,,,,,Top-level domain: .kids,,"The use of a restricted or niche TLD like “.kids” may imply safeguards, but absence of observable behavior or content prevents ruling out misuse or misrepresentation.",,
,,,,,,,,,,,,HTTP behavior: unknown,,Confidence: 70%,,
,,,,,,,,,,,,Visible content: none,,,,
,,,,,,,,,,,,Assumptions:,,3. Whether heightened scrutiny is warranted:,,
,,,,,,,,,,,,no prior knowledge beyond what is shown,,Yes,,
,,,,,,,,,,,,no external browsing or retrieval,,,,
,,,,,,,,,,,,the domain label is semantically opaque,,"Lack of content, unknown HTTP behavior, and ambiguity of the domain label justify cautious handling until more signals are available.",,
,,,,,,,,,,,,Assessment tasks:,,Confidence: 80%,,
,,,,,,,,,,,,1. Likely sector relevance (subject area),,,,
,,,,,,,,,,,,"Specify the most likely subject area, or indicate ""unclear"" if no classification can be made",,4. Verification priority:,,
,,,,,,,,,,,,2. Initial risk weighting under uncertainty,,Medium,,
,,,,,,,,,,,,low,,,,
,,,,,,,,,,,,medium,,"While not immediately high-risk, the uncertainty and child-associated TLD increase the importance of timely verification.",,
,,,,,,,,,,,,high,,Confidence: 75%,,
,,,,,,,,,,,,3. Whether heightened scrutiny is warranted,,,,
,,,,,,,,,,,,yes,,5. Initial handling path:,,
,,,,,,,,,,,,no,,Path B: uncertainty-preserving handling,,
,,,,,,,,,,,,4. Verification priority,,,,
,,,,,,,,,,,,low,,"There is insufficient evidence to escalate to elevated scrutiny, but also not enough to treat as routine; preserving uncertainty while awaiting more data is appropriate.",,
,,,,,,,,,,,,medium,,Confidence: 85%,,
,,,,,,,,,,,,high,,,,
,,,,,,,,,,,,5. Initial handling path,,,,
,,,,,,,,,,,,Path A: elevated-scrutiny handling,,,,
,,,,,,,,,,,,Path B: uncertainty-preserving handling,,,,
,,,,,,,,,,,,Path C: routine handling,,,,
,,,,,,,,,,,,"For each assessment, provide:",,,,
,,,,,,,,,,,,a brief justification (1–2 sentences),,,,
,,,,,,,,,,,,a confidence estimate (0–100%),,,,
